epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,255.785,0.77501,0.35635,0.90456,0.90134,0.92681,0.9306,0.58384,1.34411,0.50132,1.23164,0.000212129,0.000212129,0.000212129
73,259.266,0.77178,0.35576,0.90994,0.90648,0.92138,0.93483,0.59562,1.32641,0.50197,1.21652,0.000205061,0.000205061,0.000205061
74,262.752,0.79386,0.35871,0.91113,0.90607,0.93329,0.94598,0.59205,1.33117,0.491,1.23185,0.000197992,0.000197992,0.000197992
75,266.36,0.75266,0.35264,0.89253,0.92848,0.91011,0.94968,0.59323,1.33089,0.49723,1.22164,0.000190924,0.000190924,0.000190924
76,269.842,0.77658,0.35115,0.91177,0.92403,0.91551,0.94701,0.60295,1.33326,0.51845,1.22212,0.000183855,0.000183855,0.000183855
77,273.427,0.74206,0.34629,0.89687,0.91937,0.91776,0.93433,0.59241,1.33803,0.50553,1.23582,0.000176786,0.000176786,0.000176786
78,276.911,0.72473,0.33679,0.88857,0.91531,0.92681,0.92979,0.58065,1.33541,0.49026,1.24546,0.000169718,0.000169718,0.000169718
79,280.406,0.71994,0.33637,0.88159,0.91,0.9196,0.92929,0.58618,1.33851,0.50196,1.2566,0.000162649,0.000162649,0.000162649
80,283.899,0.7094,0.3338,0.88461,0.91253,0.91892,0.93626,0.59237,1.32939,0.50449,1.25032,0.000155581,0.000155581,0.000155581
81,287.512,0.72443,0.33933,0.88465,0.90294,0.92748,0.93687,0.58787,1.33185,0.49979,1.25501,0.000148512,0.000148512,0.000148512
82,291.022,0.71672,0.33382,0.88023,0.90172,0.9205,0.93479,0.59194,1.33746,0.49739,1.2595,0.000141443,0.000141443,0.000141443
83,294.516,0.69875,0.32868,0.88298,0.91699,0.92046,0.93175,0.5927,1.33711,0.49062,1.25344,0.000134375,0.000134375,0.000134375
84,298.01,0.69352,0.32456,0.87951,0.91358,0.92723,0.94209,0.58989,1.33026,0.49073,1.24675,0.000127306,0.000127306,0.000127306
85,301.495,0.69352,0.32651,0.8837,0.9104,0.92784,0.93746,0.59524,1.32985,0.49113,1.24671,0.000120238,0.000120238,0.000120238
86,304.971,0.67336,0.3154,0.88049,0.91929,0.92359,0.94042,0.59322,1.32727,0.49742,1.25329,0.000113169,0.000113169,0.000113169
87,308.577,0.66026,0.31106,0.86849,0.93002,0.90647,0.93598,0.59328,1.32811,0.50333,1.26041,0.0001061,0.0001061,0.0001061
88,312.07,0.65975,0.31314,0.86787,0.92221,0.91261,0.94046,0.59163,1.33284,0.49988,1.26551,9.90318e-05,9.90318e-05,9.90318e-05
89,315.554,0.65772,0.31532,0.86736,0.91693,0.91966,0.9448,0.59271,1.33754,0.5017,1.26585,9.19632e-05,9.19632e-05,9.19632e-05
90,319.046,0.64228,0.31194,0.86798,0.9095,0.92129,0.94172,0.58991,1.33372,0.49901,1.26875,8.48946e-05,8.48946e-05,8.48946e-05
91,333.058,0.68388,0.31459,0.89212,0.91065,0.91971,0.92922,0.57592,1.35233,0.49646,1.28866,7.7826e-05,7.7826e-05,7.7826e-05
92,336.54,0.62866,0.29233,0.86362,0.9084,0.93813,0.93662,0.57891,1.33642,0.5007,1.27818,7.07574e-05,7.07574e-05,7.07574e-05
93,340.147,0.61254,0.28841,0.8717,0.90902,0.93929,0.94332,0.58782,1.33216,0.49386,1.27424,6.36888e-05,6.36888e-05,6.36888e-05
94,343.63,0.60092,0.28586,0.86214,0.90125,0.93101,0.93921,0.5885,1.33397,0.50065,1.28688,5.66202e-05,5.66202e-05,5.66202e-05
95,347.134,0.58605,0.27846,0.86171,0.90481,0.93057,0.9407,0.59071,1.33545,0.49547,1.28862,4.95516e-05,4.95516e-05,4.95516e-05
96,350.657,0.57808,0.27955,0.85634,0.90964,0.92568,0.93818,0.58717,1.33653,0.49718,1.28935,4.2483e-05,4.2483e-05,4.2483e-05
97,354.148,0.55525,0.27073,0.85024,0.91015,0.92781,0.93817,0.58759,1.33026,0.49428,1.28769,3.54144e-05,3.54144e-05,3.54144e-05
98,357.641,0.57126,0.27586,0.86007,0.90809,0.92367,0.93531,0.58664,1.32974,0.49046,1.28522,2.83458e-05,2.83458e-05,2.83458e-05
99,361.273,0.54444,0.26838,0.8411,0.9059,0.92323,0.93239,0.58319,1.33288,0.49605,1.28597,2.12772e-05,2.12772e-05,2.12772e-05
100,364.764,0.5404,0.26551,0.84496,0.90382,0.92246,0.93171,0.58652,1.33285,0.49685,1.28873,1.42086e-05,1.42086e-05,1.42086e-05
